Kbytes,RSS,Dirty,Mode,Mapping
       8,       8,       8, rw---, libxml2.so.2.9.1
       4,       4,       4, rw---,   [ anon ]
     312,     224,       0, r-x--, libical.so.1.0.0
    2044,       0,       0, -----, libical.so.1.0.0
      44,      44,      44, r----, libical.so.1.0.0
       4,       4,       4, rw---, libical.so.1.0.0
       4,       0,       0, rw---,   [ anon ]
     172,     116,       0, r-x--, liblua5.1.so.0.0.0
    2044,       0,       0, -----, liblua5.1.so.0.0.0
       8,       8,       8, r----, liblua5.1.so.0.0.0
       4,       4,       4, rw---, liblua5.1.so.0.0.0
     176,     132,       0, r-x--, libpq.so.5.6
    2044,       0,       0, -----, libpq.so.5.6
       8,       8,       8, r----, libpq.so.5.6
       8,       8,       8, rw---, libpq.so.5.6
    1740,     956,       0, r-x--, libcrypto.so.1.0.0
    2044,       0,       0, -----, libcrypto.so.1.0.0
     108,     108,     108, r----, libcrypto.so.1.0.0
      44,      44,      44, rw---, libcrypto.so.1.0.0
      16,      16,      16, rw---,   [ anon ]
     340,     224,       0, r-x--, libssl.so.1.0.0
    2048,       0,       0, -----, libssl.so.1.0.0
      12,      12,      12, r----, libssl.so.1.0.0
      28,      28,      28, rw---, libssl.so.1.0.0
       8,       8,       0, r--s-, aopalliance-1.0.jar
      20,      20,       0, r--s-, jetty-util-8.1.15.v20140411.jar
       8,       8,       0, r--s-, commons-logging-1.1.1.jar
       4,       4,       0, r--s-, jta-1.1.jar
      84,      68,       0, r-x--, libboost_filesystem.so.1.53.0
    2044,       0,       0, -----, libboost_filesystem.so.1.53.0
       4,       4,       4, r----, libboost_filesystem.so.1.53.0
       4,       4,       4, rw---, libboost_filesystem.so.1.53.0
      60,      40,       0, r-x--, libboost_date_time.so.1.53.0
    2048,       0,       0, -----, libboost_date_time.so.1.53.0
       4,       4,       4, r----, libboost_date_time.so.1.53.0
       4,       4,       4, rw---, libboost_date_time.so.1.53.0
      88,      64,       0, r-x--, libboost_thread.so.1.53.0
    2044,       0,       0, -----, libboost_thread.so.1.53.0
       8,       8,       8, r----, libboost_thread.so.1.53.0
       4,       4,       4, rw---, libboost_thread.so.1.53.0
   32152,   22292,       0, r-x--, liblspjni.so.1.0
    2044,       0,       0, -----, liblspjni.so.1.0
     500,     500,     500, r----, liblspjni.so.1.0
     600,     600,     600, rw---, liblspjni.so.1.0
      48,      48,      48, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
       8,       8,       0, r--s-, asm-attrs-1.5.3.jar
      12,      12,       0, r--s-, commons-io-1.4.jar
      16,      16,       0, r--s-, jasypt-1.9.2.jar
       4,       4,       0, r--s-, jsr250-api-1.0.jar
       8,       8,       0, r--s-, openadr-rest-client-1.0.jar
      12,      12,       0, r--s-, geronimo-servlet_3.0_spec-1.0.jar
       8,       8,       0, r--s-, xml-resolver-1.2.jar
       8,       8,       0, r--s-, jettison-1.1.jar
      16,      16,       0, r--s-, batik-gvt-1.6.jar
      64,      64,       0, r--s-, xmltooling-1.4.1.jar
       8,       8,       0, r--s-, jetty-security-8.1.15.v20140411.jar
      24,      24,       0, r--s-, jaxb-core-2.2.10-b140310.1920.jar
      16,      16,       0, r--s-, xmlParserAPIs-2.0.2.jar
     136,     136,       0, r--s-, hibernate-3.2.6.ga.jar
      84,      84,       0, r--s-, org.springframework.js-2.0.2.RELEASE.jar
      24,      24,       0, r--s-, commons-net-3.2.jar
      16,      16,       0, r--s-, cxf-rt-bindings-soap-3.0.3.jar
       4,       4,       0, r--s-, jetty-jmx-7.6.13.v20130916.jar
      16,      16,       0, r--s-, cxf-rt-ws-policy-3.0.3.jar
      80,      80,       0, r--s-, openws-1.5.1.jar
      20,      20,       0, r--s-, batik-swing-1.6.jar
      12,      12,       0, r--s-, jetty-io-7.6.13.v20130916.jar
       4,       4,       0, r--s-, spring-security-taglibs-2.0.3.jar
       4,       4,       0, r--s-, jetty-continuation-7.6.13.v20130916.jar
      36,      36,       0, r--s-, standard-1.1.2.jar
       4,       4,       0, r--s-, slf4j-jdk14-1.7.5.jar
       8,       8,       0, r--s-, cxf-rt-ws-addr-3.0.3.jar
      36,      36,       0, r--s-, javassist-3.12.1.GA.jar
      16,      16,       0, r--s-, json-lib-2.3-jdk15.jar
      72,      72,       0, r--s-, jaxb-impl-2.2.10-b140310.1920.jar
      68,      68,       0, r--s-, spring-security-core-2.0.3.jar
      88,      88,       0, r--s-, xmlsec-2.0.2.jar
       8,       8,       0, r--s-, cxf-rt-wsdl-3.0.3.jar
      12,      12,       0, r--s-, batik-transcoder-1.6.jar
      48,      48,       0, r--s-, batik-svg-dom-1.6.jar
      72,      72,       0, r--s-, log4j-core-2.1.jar
      16,      16,       0, r--s-, hibernate-annotations-3.3.0.ga.jar
      20,      20,       0, r--s-, geronimo-javamail_1.4_spec-1.7.1.jar
      20,      20,       0, r--s-, cxf-rt-transports-http-3.0.3.jar
      20,      20,       0, r--s-, httpcore-4.1.jar
     644,     644,       0, r--s-, ehcache-2.8.5.jar
      24,      24,       0, r--s-, batik-bridge-1.6.jar
       8,       8,       0, r--s-, bayeux-api-2.7.0.jar
      20,      20,       0, r--s-, xml-apis-ext-1.3.04.jar
      12,      12,       0, r--s-, hibernate-commons-annotations-3.0.0.ga.jar
      16,      16,       0, r--s-, wss4j-ws-security-dom-2.0.2.jar
      24,      24,       0, r--s-, commons-httpclient-3.1.jar
       8,       8,       0, r--s-, jackson-jaxrs-1.7.1.jar
      28,      28,       0, r--s-, mail-1.4.1.jar
      12,      12,       0, r--s-, persistence-api-1.0.jar
       8,       8,       0, r--s-, batik-parser-1.6.jar
     168,     168,       0, r--s-, opensaml-2.6.1.jar
      16,      16,       0, r--s-, wsdl4j-1.6.3.jar
      56,      56,       0, r--s-, itext-1.3.jar
      16,      16,       0, r--s-, commons-digester-1.6.jar
       4,       4,       0, r--s-, commons-logging-1.1.jar
       8,       8,       0, r--s-, cxf-rt-databinding-jaxb-3.0.3.jar
      72,      72,       0, r--s-, data-collection-3.7.1.85-classes.jar
      12,      12,       0, r--s-, commons-validator-1.3.1.jar
       8,       8,       0, r--s-, jta-1.0.1B.jar
      20,      20,       0, r--s-, cxf-rt-frontend-jaxws-3.0.3.jar
      12,      12,       0, r--s-, batik-script-1.6.jar
       8,       8,       0, r--s-, jetty-http-8.1.15.v20140411.jar
      16,      16,       0, r--s-, stax2-api-3.1.4.jar
       4,       4,       0, r--s-, commons-cli-1.1.jar
       4,       4,       0, r--s-, cxf-rt-security-3.0.3.jar
       8,       8,       0, r--s-, canopy-openadr-soap-api-3.7.1.85.jar
      68,      68,       0, r--s-, jersey-server-1.8.jar
      12,      12,       0, r--s-, spring-support-2.0.6.jar
      24,      24,       0, r--s-, cglib-2.1_3.jar
      16,      16,       0, r--s-, jersey-json-1.8.jar
       8,       8,       0, r--s-, opencsv-2.1.jar
      80,      80,       0, r--s-, lighting-server-soap-api-3.7.1.85.jar
      20,      20,       0, r--s-, batik-ext-1.6-1.jar
       8,       8,       0, r--s-, joda-time-jsptags-1.0.2.jar
       8,       8,       0, r--s-, batik-util-1.6.jar
      36,      36,       0, r--s-, batik-awt-util-1.6.jar
       8,       8,       0, r--s-, canopy-apikey-common-3.7.1.85.jar
      32,      32,       0, r--s-, protobuf-java-2.5.0.jar
      40,      40,       0, r--s-, wactranslator-model-3.7.1.85.jar
      40,      40,       0, r--s-, logback-core-1.1.2.jar
      24,      24,       0, r--s-, logback-classic-1.1.2.jar
      28,      28,       0, r--s-, commons-lang3-3.3.2.jar
      16,      16,       0, r--s-, validation-api-1.1.0.Final.jar
     340,     100,     100, rw---,   [ anon ]
   65196,       0,       0, -----,   [ anon ]
     152,     152,     152, rw---,   [ anon ]
   65384,       0,       0, -----,   [ anon ]
     372,     136,     136, rw---,   [ anon ]
   65164,       0,       0, -----,   [ anon ]
     384,     196,     196, rw---,   [ anon ]
   65152,       0,       0, -----,   [ anon ]
     376,     140,     140, rw---,   [ anon ]
   65160,       0,       0, -----,   [ anon ]
     396,     164,     164, rw---,   [ anon ]
   65140,       0,       0, -----,   [ anon ]
     336,      96,      96, rw---,   [ anon ]
   65200,       0,       0, -----,   [ anon ]
     340,     100,     100, rw---,   [ anon ]
   65196,       0,       0, -----,   [ anon ]
     388,     156,     156, rw---,   [ anon ]
   65148,       0,       0, -----,   [ anon ]
     348,     108,     108, rw---,   [ anon ]
   65188,       0,       0, -----,   [ anon ]
    3220,     828,     828, rw---,   [ anon ]
   62316,       0,       0, -----,   [ anon ]
   16816,     516,     516, rw---,   [ anon ]
   48720,       0,       0, -----,   [ anon ]
    8828,    5288,    5288, rw---,   [ anon ]
   56708,       0,       0, -----,   [ anon ]
    4872,    3564,    3564, rw---,   [ anon ]
   60664,       0,       0, -----,   [ anon ]
     132,      84,      84, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
   12448,    3000,    3000, rw---,   [ anon ]
   53088,       0,       0, -----,   [ anon ]
   65524,   65088,   65088, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
     132,      72,      72, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
   65520,   65368,   65368, rw---,   [ anon ]
      16,       0,       0, -----,   [ anon ]
   65524,   64704,   64704, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
   65520,   64800,   64800, rw---,   [ anon ]
      16,       0,       0, -----,   [ anon ]
   65524,   64496,   64496, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
     136,     108,     108, rw---,   [ anon ]
   65400,       0,       0, -----,   [ anon ]
   65524,   64272,   64272, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
   20960,    6144,    6144, rw---,   [ anon ]
   44576,       0,       0, -----,   [ anon ]
     132,      72,      72, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
   13044,   10240,   10240, rw---,   [ anon ]
   52492,       0,       0, -----,   [ anon ]
   13204,    4096,    4096, rw---,   [ anon ]
   52332,       0,       0, -----,   [ anon ]
    4840,    2048,    2048, rw---,   [ anon ]
   60696,       0,       0, -----,   [ anon ]
    5996,    4416,    4416, rw---,   [ anon ]
   59540,       0,       0, -----,   [ anon ]
     244,     244,     244, rw---,   [ anon ]
   65292,       0,       0, -----,   [ anon ]
     132,      76,      76, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
     132,      80,      80, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
   18420,    6144,    6144, rw---,   [ anon ]
   47116,       0,       0, -----,   [ anon ]
     132,      76,      76, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
     288,     288,     288, rw---,   [ anon ]
   65248,       0,       0, -----,   [ anon ]
   47412,   43008,   43008, rw---,   [ anon ]
   18124,       0,       0, -----,   [ anon ]
     132,      76,      76, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
     132,      68,      68, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
   65524,   65104,   65104, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
     132,     100,     100, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
   11992,    2048,    2048, rw---,   [ anon ]
   53544,       0,       0, -----,   [ anon ]
   26824,   14336,   14336, rw---,   [ anon ]
   38712,       0,       0, -----,   [ anon ]
    4900,    2916,    2916, rw---,   [ anon ]
   60636,       0,       0, -----,   [ anon ]
   12936,    8192,    8192, rw---,   [ anon ]
   52600,       0,       0, -----,   [ anon ]
      72,      72,       0, r--s-, jackson-databind-2.5.1.jar
      16,      16,       0, r--s-, jackson-core-2.5.1.jar
      16,      16,       0, r--s-, facility-cache-model-3.7.1.85.jar
      72,      72,       0, r--s-, moapi-lightserver-jni-3.7.1.85.jar
       4,       4,       0, r--s-, hexdump-jar-0.2.jar
      84,      84,       0, r--s-, spring-context-3.2.5.RELEASE.jar
      20,      20,       0, r--s-, xml-apis-1.0.b2.jar
      32,      32,       0, r--s-, spring-tx-3.2.5.RELEASE.jar
      48,      48,       0, r--s-, spring-beans-3.2.5.RELEASE.jar
      24,      24,       0, r--s-, postgresql-9.5-1000.jdbc4.jar
       8,       8,       0, r--s-, unix-0.5.jar
      12,      12,       0, r--s-, dbus-java-2.7.jar
      20,      20,       0, r--s-, sqlite-jdbc-2.0.0.0-external-sqlite.jar
      60,      60,       0, r--s-, joda-time-1.6.2.jar
      12,      12,       0, r--s-, jdom-1.0.jar
      20,      20,       0, r--s-, moapi-lightserver-consts-jni-3.7.1.85.jar
      36,      36,       0, r--s-, log4j-1.2.16.jar
      12,      12,       0, r--s-, commons-pool-1.5.4.jar
      12,      12,       0, r--s-, commons-dbcp-1.4.jar
      16,      16,       0, r--s-, commons-lang-2.4.jar
       4,       4,       0, r--s-, csm-common-3.7.1.85.jar
      12,      12,       0, r--s-, lighting-server-api-jni-impl-3.7.1.85.jar
       4,       4,       0, r--s-, wactranslator-client-3.7.1.85.jar
      12,      12,       0, r--s-, spring-security-acl-2.0.3.jar
      12,      12,       0, r--s-, moapi-lightserver-datamanager-jni-3.7.1.85.jar
      48,      48,       0, r--s-, jackson-mapper-asl-1.7.1.jar
      24,      24,       0, r--s-, antlr-2.7.6.jar
       4,       4,       0, r--s-, jdebounce-0.0.1.jar
      12,      12,       0, r--s-, cxf-rt-frontend-simple-3.0.3.jar
       4,       4,       0, r--s-, jackson-xc-1.7.1.jar
      60,      60,       0, r--s-, castor-xml-1.3.1.jar
       8,       8,       0, r--s-, activation-1.1.jar
       8,       8,       0, r--s-, castor-core-1.3.1.jar
       8,       8,       0, r--s-, cometd-java-client-2.7.0.jar
       4,       4,       0, r--s-, cometd-java-common-2.7.0.jar
      20,      20,       0, r--s-, spring-expression-3.2.5.RELEASE.jar
       8,       8,       0, r--s-, openadr-rest-api-1.0.jar
      12,      12,       0, r--s-, log4j-api-2.1.jar
       8,       8,       0, r--s-, slf4j-api-1.7.5.jar
       8,       8,       0, r--s-, unix-jar-0.5.jar
       4,       4,       0, r--s-, crypt4j-1.0.1.jar
      12,      12,       0, r--s-, cxf-rt-transports-http-jetty-3.0.3.jar
       8,       8,       0, r--s-, neethi-3.0.3.jar
      36,      36,       0, r--s-, xml-apis-1.4.01.jar
       8,       8,       0, r--s-, cxf-rt-bindings-xml-3.0.3.jar
       8,       8,       0, r--s-, batik-rasterizer-1.6.jar
      16,      16,       0, r--s-, apache-log4j-extras-1.0.jar
      52,      52,       0, r--s-, commons-collections-3.2.jar
      24,      24,       0, r--s-, xmlgraphics-commons-1.2.jar
     124,     124,       0, r--s-, fop-0.94.jar
      56,      56,       0, r--s-, ical4j-0.9.20.jar
      24,      24,       0, r--s-, sitemesh-2.3.jar
      28,      28,       0, r--s-, quartz-1.8.3.jar
      56,      56,       0, r--s-, lighting-server-api-3.7.1.85.jar
      20,      20,       0, r--s-, jetty-util-7.6.13.v20130916.jar
       4,       4,       0, r--s-, debug-enable-1.1.jar-1.1.jar
       4,       4,       0, r--s-, spring-ldap-core-tiger-1.3.0.RELEASE.jar
      16,      16,       0, r--s-, wss4j-policy-2.0.2.jar
       8,       8,       0, r--s-, canopy-openadr-soap-client-3.7.1.85.jar
      12,      12,       0, r--s-, cometd-java-server-2.7.0.jar
      16,      16,       0, r--s-, spring-context-support-3.2.5.RELEASE.jar
       4,       4,       0, r--s-, cometd-websocket-jetty-2.7.0.jar
      12,      12,       0, r--s-, batik-extension-1.6-1.jar
      32,      32,       0, r--s-, httpclient-4.1.1.jar
       8,       8,       0, r--s-, jetty-io-8.1.15.v20140411.jar
       4,       4,       0, r--s-, slf4j-api-1.7.10.jar
      32,      32,       0, r--s-, spring-aop-3.2.5.RELEASE.jar
       4,       4,       0, r--s-, cometd-java-annotations-2.7.0.jar
       8,       8,       0, r--s-, aopalliance-1.0.jar
       8,       8,       0, r--s-, commons-codec-1.4.jar
      20,      20,       0, r--s-, jetty-server-8.1.15.v20140411.jar
       8,       8,       0, r--s-, jackson-annotations-2.5.0.jar
      20,      20,       0, r--s-, wss4j-ws-security-common-2.0.2.jar
      16,      16,       0, r--s-, jersey-client-1.8.jar
       4,       4,       0, r--s-, javax.inject-1.jar
       8,       8,       0, r--s-, wss4j-ws-security-policy-stax-2.0.2.jar
      12,      12,       0, r--s-, jetty-websocket-7.6.13.v20130916.jar
       4,       4,       0, r--s-, hexdump-0.2.jar
       4,       4,       0, r--s-, debug-disable-1.1.jar-1.1.jar
      20,      20,       0, r--s-, commons-beanutils-1.8.3.jar
       8,       8,       0, r--s-, avalon-framework-impl-4.3.1.jar
      28,      28,       0, r--s-, spring-ldap-core-1.3.0.RELEASE.jar
       4,       4,       0, r--s-, batik-xml-1.6.jar
      20,      20,       0, r--s-, jaxb2-basics-runtime-0.6.2.jar
      48,      48,       0, r--s-, canopy-web-lightapp-webapp-api-3.7.1.85.jar
      20,      20,       0, r--s-, dom4j-1.6.1.jar
       4,       4,       0, r--s-, json-simple-1.1.jar
      72,      72,       0, r--s-, spring-core-3.2.5.RELEASE.jar
     148,     148,       0, r--s-, bcprov-jdk15-1.45.jar
      12,      12,       0, r--s-, ezmorph-1.0.6.jar
      12,      12,       0, r--s-, avalon-framework-api-4.3.1.jar
      20,      20,       0, r--s-, xmlschema-core-2.1.0.jar
      12,      12,       0, r--s-, commons-fileupload-1.2.1.jar
       8,       8,       0, r--s-, jetty-client-7.6.13.v20130916.jar
      20,      20,       0, r--s-, jetty-util-8.1.15.v20140411.jar
       4,       4,       0, r--s-, csm-test-common-3.7.1.85.jar
      16,      16,       0, r--s-, jackson-core-asl-1.7.1.jar
      36,      36,       0, r--s-, hibernate-validator-4.2.0.Final.jar
      20,      20,       0, r--s-, dozer-5.3.2.jar
      16,      16,       0, r--s-, displaytag-1.1.1.jar
      12,      12,       0, r--s-, batik-dom-1.6.jar
       8,       8,       0, r--s-, wss4j-bindings-2.0.2.jar
       8,       8,       0, r--s-, commons-logging-1.1.1.jar
       8,       8,       0, r--s-, pace-client-3.7.1.85.jar
      40,      40,       0, r--s-, jersey-core-1.8.jar
       8,       8,       0, r--s-, oro-2.0.8.jar
      24,      24,       0, r--s-, woodstox-core-asl-4.4.1.jar
       8,       8,       0, r--s-, jetty-continuation-8.1.15.v20140411.jar
      92,      92,       0, r--s-, cxf-core-3.0.3.jar
      32,      32,       0, r--s-, spring-orm-3.2.5.RELEASE.jar
      48,      48,       0, r--s-, spring-webmvc-3.2.5.RELEASE.jar
      28,      28,       0, r--s-, wss4j-ws-security-stax-2.0.2.jar
       8,       8,       0, r--s-, jstl-1.1.2.jar
      40,      40,       0, r--s-, cxf-rt-ws-security-3.0.3.jar
      32,      32,       0, r--s-, batik-css-1.6.jar
       8,       8,       0, r--s-, stax-api-1.0.1.jar
       8,       8,       0, r--s-, jetty-servlets-7.6.13.v20130916.jar
     100,     100,       0, r--s-, xercesImpl-2.11.0.jar
      60,      60,       0, r--s-, spring-web-3.2.5.RELEASE.jar
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      44,      44,       0, r--s-, charsets.jar
     504,     200,       0, r-x--, libfreeblpriv3.so
    2048,       0,       0, -----, libfreeblpriv3.so
       8,       8,       8, r----, libfreeblpriv3.so
       4,       4,       4, rw---, libfreeblpriv3.so
      16,       8,       8, rw---,   [ anon ]
     720,      44,       0, r-x--, libsqlite3.so.0.8.6
    2048,       0,       0, -----, libsqlite3.so.0.8.6
       8,       8,       8, r----, libsqlite3.so.0.8.6
       8,       8,       8, rw---, libsqlite3.so.0.8.6
       4,       0,       0, rw---,   [ anon ]
     252,     156,       0, r-x--, libsoftokn3.so
    2044,       0,       0, -----, libsoftokn3.so
       4,       4,       4, r----, libsoftokn3.so
       4,       4,       4, rw---, libsoftokn3.so
     228,     136,       0, r-x--, libnspr4.so
    2044,       0,       0, -----, libnspr4.so
       4,       4,       4, r----, libnspr4.so
       4,       4,       4, rw---, libnspr4.so
      12,       8,       8, rw---,   [ anon ]
      12,       8,       0, r-x--, libplds4.so
    2044,       0,       0, -----, libplds4.so
       4,       4,       4, r----, libplds4.so
       4,       4,       4, rw---, libplds4.so
      16,      12,       0, r-x--, libplc4.so
    2044,       0,       0, -----, libplc4.so
       4,       4,       4, r----, libplc4.so
       4,       4,       4, rw---, libplc4.so
     152,     116,       0, r-x--, libnssutil3.so
    2044,       0,       0, -----, libnssutil3.so
      28,      28,      28, r----, libnssutil3.so
       4,       4,       4, rw---, libnssutil3.so
    1240,     484,       0, r-x--, libnss3.so
    2048,       0,       0, -----, libnss3.so
      20,      20,      20, r----, libnss3.so
       8,       8,       8, rw---, libnss3.so
       4,       4,       4, rw---,   [ anon ]
      64,      56,       0, r-x--, libj2pkcs11.so
    2044,       0,       0, -----, libj2pkcs11.so
       4,       4,       4, r----, libj2pkcs11.so
       4,       4,       4, rw---, libj2pkcs11.so
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     108,     108, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      20,      12,       0, r-x--, libnss_dns-2.19.so
    2044,       0,       0, -----, libnss_dns-2.19.so
       4,       4,       4, r----, libnss_dns-2.19.so
       4,       4,       4, rw---, libnss_dns-2.19.so
       4,       4,       0, r--s-, asm-1.5.3.jar
      36,      36,       0, r--s-, spring-jdbc-3.2.5.RELEASE.jar
       8,       8,       0, r--s-, asm-attrs-1.5.3.jar
      36,      36,       0, r--s-, log4j-1.2.16.jar
       4,       4,       0, r--s-, csm-common-3.7.1.85.jar
       4,       4,       0, r--s-, jsr250-api-1.0.jar
      12,      12,       0, r--s-, commons-pool-1.5.4.jar
      32,      32,       0, r--s-, spring-tx-3.2.5.RELEASE.jar
       4,       4,       0, r--s-, jetty-jmx-7.6.13.v20130916.jar
      12,      12,       0, r--s-, jetty-io-7.6.13.v20130916.jar
       4,       4,       0, r--s-, jetty-continuation-7.6.13.v20130916.jar
      48,      48,       0, r--s-, spring-beans-3.2.5.RELEASE.jar
       4,       4,       0, r--s-, slf4j-jdk14-1.7.5.jar
      36,      36,       0, r--s-, javassist-3.12.1.GA.jar
      16,      16,       0, r--s-, json-lib-2.3-jdk15.jar
      72,      72,       0, r--s-, log4j-core-2.1.jar
      16,      16,       0, r--s-, hibernate-annotations-3.3.0.ga.jar
      20,      20,       0, r--s-, httpcore-4.1.jar
       8,       8,       0, r--s-, bayeux-api-2.7.0.jar
      24,      24,       0, r--s-, postgresql-9.5-1000.jdbc4.jar
      12,      12,       0, r--s-, hibernate-commons-annotations-3.0.0.ga.jar
      24,      24,       0, r--s-, commons-httpclient-3.1.jar
      16,      16,       0, r--s-, commons-lang-2.4.jar
      12,      12,       0, r--s-, persistence-api-1.0.jar
      16,      16,       0, r--s-, validation-api-1.1.0.Final.jar
      32,      32,       0, r--s-, protobuf-java-2.5.0.jar
      72,      72,       0, r--s-, data-collection-3.7.1.85-classes.jar
      12,      12,       0, r--s-, commons-dbcp-1.4.jar
       4,       4,       0, r--s-, commons-cli-1.1.jar
      84,      84,       0, r--s-, spring-context-3.2.5.RELEASE.jar
      12,      12,       0, r--s-, spring-support-2.0.6.jar
      24,      24,       0, r--s-, cglib-2.1_3.jar
       8,       8,       0, r--s-, canopy-apikey-common-3.7.1.85.jar
      24,      24,       0, r--s-, antlr-2.7.6.jar
       8,       8,       0, r--s-, cometd-java-client-2.7.0.jar
       4,       4,       0, r--s-, cometd-java-common-2.7.0.jar
      20,      20,       0, r--s-, spring-expression-3.2.5.RELEASE.jar
      12,      12,       0, r--s-, log4j-api-2.1.jar
       8,       8,       0, r--s-, slf4j-api-1.7.5.jar
      16,      16,       0, r--s-, apache-log4j-extras-1.0.jar
      52,      52,       0, r--s-, commons-collections-3.2.jar
      28,      28,       0, r--s-, quartz-1.8.3.jar
      20,      20,       0, r--s-, jetty-util-7.6.13.v20130916.jar
      12,      12,       0, r--s-, cometd-java-server-2.7.0.jar
      16,      16,       0, r--s-, spring-context-support-3.2.5.RELEASE.jar
      20,      20,       0, r--s-, commons-beanutils-1.8.0.jar
       4,       4,       0, r--s-, cometd-websocket-jetty-2.7.0.jar
      32,      32,       0, r--s-, httpclient-4.1.1.jar
      32,      32,       0, r--s-, spring-aop-3.2.5.RELEASE.jar
       4,       4,       0, r--s-, cometd-java-annotations-2.7.0.jar
       8,       8,       0, r--s-, aopalliance-1.0.jar
       8,       8,       0, r--s-, commons-codec-1.4.jar
       4,       4,       0, r--s-, javax.inject-1.jar
      72,      72,       0, r--s-, spring-core-3.2.5.RELEASE.jar
      12,       0,       0, -----,   [ anon ]
    1016,     104,     104, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     112,     112, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     108,     108, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     108,     108, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     132,     132, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,      12,       0, r--s-, jetty-websocket-7.6.13.v20130916.jar
      20,      20,       0, r--s-, dom4j-1.6.1.jar
       4,       4,       0, r--s-, json-simple-1.1.jar
      12,      12,       0, r--s-, ezmorph-1.0.6.jar
       8,       8,       0, r--s-, jetty-client-7.6.13.v20130916.jar
       4,       4,       0, r--s-, csm-test-common-3.7.1.85.jar
      36,      36,       0, r--s-, hibernate-validator-4.2.0.Final.jar
       8,       8,       0, r--s-, jetty-http-7.6.13.v20130916.jar
       8,       8,       0, r--s-, commons-logging-1.1.1.jar
       8,       8,       0, r--s-, pace-client-3.7.1.85.jar
       4,       4,       0, r--s-, jta-1.1.jar
       4,       4,       0, r--s-, asm-1.5.3.jar
      32,      32,       0, r--s-, spring-orm-3.2.5.RELEASE.jar
      48,      48,       0, r--s-, spring-webmvc-3.2.5.RELEASE.jar
     128,     128,       0, r--s-, hibernate-3.2.1.ga.jar
       8,       8,       0, r--s-, jetty-servlets-7.6.13.v20130916.jar
